CyaniteTaggingExport_AubinHuet_050821;;;;;;;;;;;;
FILE NAME;DURATION;KEY;MOST SIGNIFICANT PART;ALL MOOD MEANS - Gives information about the average mood mix and the presence of all moods in the song.;MOODS (MOST DOMINANT);VALENCE;AROUSAL;ENERGY LEVEL;EMOTIONAL PROFILE;ENERGY DYNAMICS;EMOTIONAL DYNAMICS;KEYWORDS - these keywords can be customized as part of our „Keyword Cleaning”
Impromptu no. 3 in G flat major, Op. 51.m4a.mp3;389;F# major;180 - 210;Calm : 0.77, Romantic : 0.76, Sad : 0.71, Chilled : 0.69, Spherical : 0.36, Dark : 0.33, Happy : 0.17, Epic : 0.15, Scary : 0.07, Energetic : 0.05, Sexy : 0.03, Aggressive : 0.02, Uplifting : 0.02;calm, chilled, romantic, sad;-0.59;-0.71;low;negative;low;low;calm, chilled, romantic, moderate, tender, smooth, chillout, soft, love, sentimental, relaxed, romance, gentle, feeling, touching, emotion, emotional, soulful, contemplative, tranquil
Impromptu no. 2 in A flat major, D. 935.mp3.mp3;465;Ab major;30 - 60;Calm : 0.77, Sad : 0.73, Chilled : 0.67, Romantic : 0.67, Dark : 0.45, Spherical : 0.43, Epic : 0.13, Scary : 0.11, Happy : 0.10, Energetic : 0.04, Sexy : 0.03, Aggressive : 0.02, Uplifting : 0.02;calm, chilled, romantic, sad;-0.68;-0.69;low;negative;low;low;calm, chilled, moderate, tender, chillout, smooth, romantic, soft, sentimental, relaxed, feeling, touching, emotion, gentle, love, romance, contemplative, emotional, soulful, spherical
J.S Bach - Mass in B minor - Confiteor unum baptisma.mp3;326;F# minor;45 - 75;Dark : 0.79, Spherical : 0.67, Sad : 0.66, Calm : 0.49, Chilled : 0.43, Scary : 0.40, Romantic : 0.25, Epic : 0.20, Energetic : 0.08, Aggressive : 0.07, Sexy : 0.03, Happy : 0.02, Uplifting : 0.02;dark, sad, spherical;-0.85;-0.41;low;negative;low;low;dark, spherical, sphere, classical, calm, atmosphere, moderate, sinister, scary, sad, chilled, gloomy, affecting, contemplative, sentimental, chillout, ominous, pensive, smooth, touching
Impromptu no. 1 in C minor, D. 899.mp3.mp3;538;C minor;375 - 405;Sad : 0.68, Calm : 0.60, Romantic : 0.58, Chilled : 0.53, Dark : 0.49, Spherical : 0.38, Epic : 0.20, Scary : 0.17, Happy : 0.13, Energetic : 0.09, Aggressive : 0.04, Sexy : 0.03, Uplifting : 0.03;calm, chilled, romantic, sad;-0.65;-0.50;low;negative;low;low;calm, chilled, moderate, romantic, tender, classical, sentimental, smooth, soft, chillout, touching, feeling, emotional, emotion, sad, love, gentle, relaxed, romance, contemplative
J.S Bach - Mass in B minor - Kyrie eleison (1).mp3;292;D major;45 - 75;Dark : 0.73, Sad : 0.70, Spherical : 0.69, Calm : 0.63, Chilled : 0.55, Romantic : 0.34, Scary : 0.28, Epic : 0.19, Aggressive : 0.05, Energetic : 0.05, Sexy : 0.04, Happy : 0.03, Uplifting : 0.02;calm, chilled, dark, sad, spherical;-0.82;-0.55;low;negative;low;low;calm, spherical, sphere, moderate, chilled, classical, atmosphere, chillout, smooth, soft, sad, tender, sentimental, contemplative, dark, affecting, touching, feeling, pensive, floating
In The Steppes Of Central Asia.mp3;459;A major;390 - 420;Sad : 0.68, Calm : 0.59, Dark : 0.56, Chilled : 0.51, Spherical : 0.51, Romantic : 0.49, Epic : 0.24, Scary : 0.24, Energetic : 0.08, Happy : 0.08, Aggressive : 0.05, Sexy : 0.03, Uplifting : 0.03;calm, chilled, dark, sad, spherical;-0.72;-0.48;low;negative;medium;low;calm, chilled, moderate, spherical, sphere, classical, tender, sentimental, smooth, chillout, soft, touching, sad, feeling, romantic, atmosphere, emotional, contemplative, emotion, affecting
Impromptu no. 2 in E flat major, D. 899.mp3.mp3;262;Eb major;45 - 75;Sad : 0.54, Romantic : 0.46, Dark : 0.41, Chilled : 0.35, Calm : 0.34, Epic : 0.31, Spherical : 0.25, Energetic : 0.24, Happy : 0.20, Scary : 0.17, Uplifting : 0.08, Aggressive : 0.06, Sexy : 0.02;sad;-0.48;-0.10;variable;negative;high;low;classical, calm, romantic, sad, emotional, chilled, classical influence, moderate, sentimental, tender, love, touching, feeling, romance, emotion, soft, affecting, smooth, soulful, gentle
Impromptu no. 3 in G flat major, D. 899.mp3.mp3;358;F# major;285 - 315;Calm : 0.80, Sad : 0.76, Romantic : 0.71, Chilled : 0.68, Spherical : 0.45, Dark : 0.43, Epic : 0.15, Happy : 0.10, Scary : 0.10, Energetic : 0.04, Aggressive : 0.02, Sexy : 0.02, Uplifting : 0.01;calm, chilled, romantic, sad;-0.69;-0.72;low;negative;low;low;calm, chilled, moderate, tender, smooth, chillout, romantic, soft, sentimental, relaxed, feeling, touching, emotion, gentle, love, contemplative, romance, emotional, soulful, spherical
J.S Bach - Mass in B minor - Et incarnatus est.mp3;174;B minor;0 - 30;Dark : 0.81, Spherical : 0.68, Sad : 0.66, Calm : 0.51, Chilled : 0.45, Scary : 0.38, Romantic : 0.24, Epic : 0.16, Aggressive : 0.07, Energetic : 0.07, Sexy : 0.04, Happy : 0.02, Uplifting : 0.02;calm, dark, sad, spherical;-0.85;-0.44;low;negative;low;low;spherical, sphere, dark, classical, calm, atmosphere, moderate, sinister, chilled, sad, scary, gloomy, affecting, contemplative, chillout, sentimental, smooth, pensive, floating, soft
J.S Bach - Mass in B minor - Crucifixus.mp3;199;C major;60 - 90;Dark : 0.82, Sad : 0.66, Spherical : 0.66, Calm : 0.47, Scary : 0.44, Chilled : 0.41, Romantic : 0.23, Epic : 0.19, Aggressive : 0.08, Energetic : 0.08, Sexy : 0.03, Happy : 0.02, Uplifting : 0.02;dark, sad, spherical;-0.86;-0.39;low;negative;low;low;dark, spherical, sphere, classical, scary, sinister, calm, atmosphere, moderate, sad, gloomy, chilled, ominous, affecting, contemplative, arcane, sentimental, pensive, melancholic, floating
I. Allemanda.m4a.mp3;210;B minor;30 - 60;Dark : 0.84, Sad : 0.58, Scary : 0.53, Spherical : 0.43, Calm : 0.32, Chilled : 0.28, Romantic : 0.23, Epic : 0.14, Energetic : 0.13, Aggressive : 0.12, Happy : 0.04, Sexy : 0.03, Uplifting : 0.02;dark, sad, scary;-0.84;-0.20;medium;negative;low;low;dark, scary, classical, sinister, ominous, gloomy, sad, spherical, sphere, horror, atmosphere, menacing, spooky, creepy, scare, threatening, daunting, scaring, calm, dangerous
Impromptu no. 4 in A flat major, D. 899.mp3.mp3;469;Ab major;255 - 285;Sad : 0.68, Calm : 0.56, Romantic : 0.54, Dark : 0.53, Chilled : 0.48, Spherical : 0.38, Epic : 0.24, Scary : 0.23, Happy : 0.12, Energetic : 0.10, Aggressive : 0.05, Uplifting : 0.03, Sexy : 0.02;calm, dark, romantic, sad;-0.69;-0.46;low;negative;medium;low;calm, classical, chilled, moderate, romantic, tender, sad, sentimental, soft, smooth, emotional, touching, chillout, feeling, emotion, spherical, sphere, love, contemplative, gentle
J.S Bach - Mass in B minor - Qui tollis peccata mundi .mp3;184;F# minor;30 - 60;Sad : 0.74, Calm : 0.73, Spherical : 0.68, Chilled : 0.64, Dark : 0.58, Romantic : 0.47, Epic : 0.23, Scary : 0.16, Energetic : 0.04, Happy : 0.04, Aggressive : 0.03, Sexy : 0.03, Uplifting : 0.02;calm, chilled, dark, sad, spherical;-0.77;-0.63;low;negative;low;low;calm, chilled, moderate, spherical, sphere, chillout, smooth, tender, soft, sentimental, atmosphere, contemplative, touching, classical, feeling, relaxed, emotion, gentle, affecting, emotional
IV. Jupiter - The Bringer of Jollity.m4a.mp3;509;Eb major;15 - 45;Epic : 0.58, Energetic : 0.50, Dark : 0.47, Sad : 0.43, Spherical : 0.32, Scary : 0.30, Uplifting : 0.23, Romantic : 0.18, Chilled : 0.14, Happy : 0.13, Aggressive : 0.12, Calm : 0.10, Sexy : 0.04;epic, energetic;-0.39;0.39;high;variable;medium;high;classical, epic, dark, scary, sinister, classical influence, ominous, powerful, energetic, gloomy, sad, trailers and promos, super hero, menacing, action thriller, threatening, dramatic, scare, horror, daunting
Impromptu no. 3 in B flat major, D. 935.mp3.mp3;742;Bb major;420 - 450;Romantic : 0.70, Calm : 0.69, Chilled : 0.66, Sad : 0.66, Spherical : 0.36, Dark : 0.34, Happy : 0.21, Epic : 0.15, Scary : 0.10, Energetic : 0.06, Sexy : 0.03, Uplifting : 0.03, Aggressive : 0.02;calm, chilled, romantic, sad;-0.51;-0.62;low;negative;low;medium;calm, chilled, romantic, moderate, tender, smooth, chillout, soft, love, sentimental, relaxed, romance, feeling, gentle, touching, emotion, emotional, classical, soulful, contemplative
Harpsichord Concerto no. 1 in D minor, BWV 1052 - Complete Performance.mp3;Track with id 2008779 status: FAILED, error: ERR_TRACK_TOO_LONG;;;;;;;;;;;
Impromptu no. 1 in F minor, D. 935.mp3.mp3;676;Ab major;315 - 345;Calm : 0.69, Romantic : 0.69, Sad : 0.69, Chilled : 0.63, Spherical : 0.37, Dark : 0.35, Epic : 0.19, Happy : 0.16, Scary : 0.09, Energetic : 0.07, Sexy : 0.03, Uplifting : 0.03, Aggressive : 0.02;calm, chilled, romantic, sad;-0.59;-0.60;low;negative;medium;low;calm, chilled, romantic, moderate, tender, smooth, chillout, soft, sentimental, love, relaxed, feeling, touching, romance, gentle, emotion, emotional, soulful, contemplative, classical
Julia Florida.mp3.mp3;268;D major;210 - 240;Calm : 0.89, Romantic : 0.88, Chilled : 0.87, Sad : 0.68, Spherical : 0.36, Happy : 0.28, Dark : 0.16, Epic : 0.08, Sexy : 0.05, Energetic : 0.03, Scary : 0.02, Uplifting : 0.02, Aggressive : 0.01;calm, chilled, romantic, sad;-0.36;-0.85;low;negative;low;low;calm, chilled, chillout, tender, smooth, relaxed, soft, moderate, romantic, feeling, touching, ambient, sentimental, emotion, easy, gentle, romance, love, soulful, dreamy
KV. 281 Movement 01 Allegro.mp3.mp3;281;Bb major;15 - 45;Chilled : 0.72, Romantic : 0.67, Calm : 0.50, Happy : 0.50, Sad : 0.42, Spherical : 0.23, Dark : 0.12, Energetic : 0.09, Epic : 0.08, Sexy : 0.08, Uplifting : 0.08, Scary : 0.02, Aggressive : 0.01;calm, chilled, happy, romantic;0.08;-0.41;low;balanced;low;low;chilled, calm, romantic, tender, chillout, classical, love, soft, relaxed, moderate, smooth, romance, gentle, feeling, easy, touching, sentimental, emotional, emotion, soulful
Johannes Brahms - Tragic Overture, Op. 81.m4a.mp3;830;D minor;165 - 195;Epic : 0.59, Dark : 0.58, Sad : 0.56, Spherical : 0.38, Energetic : 0.36, Scary : 0.33, Romantic : 0.27, Calm : 0.25, Chilled : 0.22, Uplifting : 0.12, Aggressive : 0.09, Happy : 0.07, Sexy : 0.02;dark, epic, sad;-0.64;0.11;variable;negative;high;medium;classical, dark, epic, scary, sinister, sad, ominous, gloomy, classical influence, spherical, sphere, atmosphere, menacing, super hero, trailers and promos, horror, emotional, affecting, action thriller, threatening
J.S Bach - Mass in B minor - Kyrie eleison.mp3;653;B minor;135 - 165;Dark : 0.72, Sad : 0.69, Spherical : 0.63, Calm : 0.56, Chilled : 0.49, Romantic : 0.33, Scary : 0.31, Epic : 0.20, Energetic : 0.07, Aggressive : 0.06, Happy : 0.04, Sexy : 0.03, Uplifting : 0.02;calm, dark, sad, spherical;-0.83;-0.48;low;negative;low;low;calm, spherical, sphere, classical, moderate, chilled, atmosphere, dark, sad, chillout, sentimental, smooth, contemplative, affecting, soft, tender, touching, feeling, emotional, pensive
Impromptu no. 4 in F minor, D. 935.mp3.mp3;422;F minor;120 - 150;Dark : 0.53, Sad : 0.53, Romantic : 0.38, Chilled : 0.34, Calm : 0.31, Spherical : 0.28, Epic : 0.25, Scary : 0.25, Energetic : 0.21, Happy : 0.14, Aggressive : 0.07, Uplifting : 0.07, Sexy : 0.03;dark, sad;-0.58;-0.10;medium;negative;medium;low;classical, sad, dark, calm, emotional, classical influence, chilled, romantic, moderate, sentimental, spherical, sphere, sinister, touching, tender, affecting, scary, feeling, atmosphere, emotion
Kwartet Japonski I.mp3.mp3;66;A minor;15 - 45;Dark : 0.54, Sad : 0.53, Chilled : 0.41, Calm : 0.39, Romantic : 0.37, Spherical : 0.36, Scary : 0.30, Epic : 0.15, Happy : 0.12, Energetic : 0.11, Aggressive : 0.08, Sexy : 0.03, Uplifting : 0.03;dark, sad;-0.64;-0.28;medium;negative;low;medium;classical, calm, chilled, moderate, sad, dark, spherical, sphere, emotional, sentimental, tender, atmosphere, touching, romantic, soft, affecting, smooth, feeling, chillout, emotion
Largo in E flat major, B. 109.m4a.mp3;135;Eb major;45 - 75;Calm : 0.71, Sad : 0.70, Chilled : 0.65, Dark : 0.58, Romantic : 0.53, Spherical : 0.50, Scary : 0.17, Epic : 0.08, Happy : 0.05, Energetic : 0.04, Sexy : 0.04, Aggressive : 0.03, Uplifting : 0.02;calm, chilled, dark, romantic, sad;-0.74;-0.63;low;negative;low;low;calm, chilled, moderate, chillout, smooth, tender, soft, spherical, sphere, sentimental, relaxed, touching, feeling, romantic, contemplative, emotion, gentle, emotional, floating, soulful
La Mer - 1 - De l'aube a midi sur la mer.mp3;561;Bb minor;90 - 120;Dark : 0.77, Sad : 0.60, Spherical : 0.51, Scary : 0.49, Calm : 0.31, Chilled : 0.28, Epic : 0.26, Romantic : 0.23, Energetic : 0.15, Aggressive : 0.10, Happy : 0.05, Uplifting : 0.03, Sexy : 0.02;dark, sad, spherical;-0.79;-0.16;medium;negative;low;low;dark, classical, scary, sinister, ominous, spherical, sphere, gloomy, sad, atmosphere, horror, calm, menacing, spooky, scare, arcane, threatening, creepy, daunting, scaring
Lark - II. Adagio, Cantabile.m4a.mp3;292;A major;240 - 270;Calm : 0.82, Romantic : 0.78, Sad : 0.75, Chilled : 0.73, Spherical : 0.45, Dark : 0.31, Epic : 0.20, Happy : 0.12, Scary : 0.06, Energetic : 0.04, Sexy : 0.02, Uplifting : 0.02, Aggressive : 0.01;calm, chilled, romantic, sad;-0.63;-0.73;low;negative;low;low;calm, chilled, romantic, moderate, tender, smooth, chillout, soft, sentimental, love, relaxed, romance, gentle, feeling, touching, emotion, emotional, soulful, contemplative, tranquil
KV. 281 Movement 03 Rondo. Allegro.mp3.mp3;298;Bb major;195 - 225;Chilled : 0.69, Romantic : 0.64, Calm : 0.52, Sad : 0.47, Happy : 0.39, Spherical : 0.25, Dark : 0.21, Energetic : 0.09, Epic : 0.08, Sexy : 0.08, Uplifting : 0.07, Scary : 0.05, Aggressive : 0.02;calm, chilled, romantic;-0.11;-0.43;low;balanced;low;medium;chilled, calm, romantic, classical, tender, chillout, moderate, smooth, soft, love, relaxed, romance, gentle, feeling, sentimental, emotional, touching, emotion, soulful, easy
KV. 281 Movement 02 Andante amoroso.mp3.mp3;377;Eb major;315 - 345;Chilled : 0.85, Calm : 0.83, Romantic : 0.82, Sad : 0.63, Spherical : 0.34, Happy : 0.24, Dark : 0.18, Sexy : 0.07, Epic : 0.06, Energetic : 0.03, Scary : 0.02, Uplifting : 0.02, Aggressive : 0.01;calm, chilled, romantic, sad;-0.38;-0.80;low;negative;low;low;calm, chilled, romantic, moderate, tender, chillout, smooth, soft, relaxed, love, romance, gentle, sentimental, feeling, touching, emotion, easy, soulful, emotional, laid back
La Mer - 2 - Jeux de vagues.mp3;406;Bb minor;210 - 240;Dark : 0.68, Sad : 0.57, Spherical : 0.44, Scary : 0.41, Epic : 0.40, Calm : 0.24, Romantic : 0.24, Chilled : 0.23, Energetic : 0.22, Aggressive : 0.09, Happy : 0.06, Uplifting : 0.06, Sexy : 0.02;dark, sad;-0.74;-0.02;medium;negative;medium;low;classical, dark, scary, sinister, ominous, sad, epic, gloomy, spherical, sphere, atmosphere, classical influence, horror, menacing, scare, threatening, spooky, daunting, scaring, affecting
Lark - IV. Finale Vivace.m4a.mp3;92;D major;0 - 30;Happy : 0.69, Chilled : 0.64, Romantic : 0.56, Calm : 0.28, Sad : 0.26, Spherical : 0.21, Energetic : 0.18, Uplifting : 0.16, Epic : 0.13, Sexy : 0.08, Dark : 0.05, Aggressive : 0.01, Scary : 0.01;chilled, happy, romantic;0.42;-0.09;medium;positive;low;low;classical, chilled, romantic, happy, tender, chillout, calm, love, relaxed, soft, romance, smooth, easy, gentle, emotional, feeling, moderate, positive, emotion, soulful
Larghetto, from Lute & Harp Concerto Op_6.mp3;306;G minor;105 - 135;Calm : 0.88, Chilled : 0.82, Romantic : 0.78, Sad : 0.74, Spherical : 0.49, Dark : 0.32, Happy : 0.12, Epic : 0.09, Scary : 0.05, Sexy : 0.04, Energetic : 0.02, Aggressive : 0.01, Uplifting : 0.01;calm, chilled, romantic, sad;-0.60;-0.79;low;negative;low;low;calm, chilled, moderate, romantic, tender, chillout, smooth, soft, relaxed, sentimental, gentle, love, romance, feeling, touching, emotion, soulful, emotional, contemplative, easy
Mazurka in C minor, Op. 30 no. 1.flac.mp3;115;C minor;60 - 90;Calm : 0.82, Chilled : 0.76, Romantic : 0.75, Sad : 0.71, Spherical : 0.40, Dark : 0.31, Happy : 0.14, Epic : 0.09, Scary : 0.06, Sexy : 0.04, Energetic : 0.03, Uplifting : 0.02, Aggressive : 0.01;calm, chilled, romantic, sad;-0.61;-0.77;low;negative;low;low;calm, chilled, moderate, romantic, tender, chillout, smooth, soft, relaxed, sentimental, feeling, love, gentle, touching, romance, emotion, soulful, emotional, contemplative, easy
Keyboard Sonata in E, K. 380 (Piano).mp3.mp3;262;E major;15 - 45;Romantic : 0.77, Chilled : 0.75, Calm : 0.73, Sad : 0.63, Spherical : 0.30, Happy : 0.28, Dark : 0.23, Epic : 0.10, Energetic : 0.05, Sexy : 0.05, Scary : 0.04, Uplifting : 0.03, Aggressive : 0.01;calm, chilled, romantic, sad;-0.37;-0.68;low;negative;low;low;calm, chilled, romantic, moderate, tender, chillout, smooth, soft, love, relaxed, romance, gentle, sentimental, feeling, touching, emotion, emotional, soulful, classical, easy
Lark - III. Menuetto Allegretto.m4a.mp3;227;D major;75 - 105;Romantic : 0.61, Chilled : 0.55, Happy : 0.46, Sad : 0.41, Calm : 0.38, Spherical : 0.20, Epic : 0.19, Energetic : 0.17, Dark : 0.16, Uplifting : 0.10, Scary : 0.06, Sexy : 0.05, Aggressive : 0.03;chilled, romantic;0.00;-0.21;medium;balanced;medium;medium;classical, romantic, chilled, calm, love, tender, romance, soft, emotional, moderate, chillout, smooth, gentle, feeling, relaxed, sentimental, touching, emotion, soulful, easy
Mazurka in B flat major, B. 16 no. 2.flac.mp3;127;Bb major;0 - 30;Calm : 0.88, Chilled : 0.88, Romantic : 0.88, Sad : 0.66, Spherical : 0.37, Happy : 0.29, Dark : 0.14, Epic : 0.07, Sexy : 0.05, Energetic : 0.02, Scary : 0.02, Uplifting : 0.02, Aggressive : 0.01;calm, chilled, romantic, sad;-0.33;-0.85;low;negative;low;low;calm, chilled, romantic, tender, moderate, chillout, smooth, soft, relaxed, love, romance, gentle, sentimental, feeling, touching, emotion, easy, soulful, laid back, emotional
Les soirées d'Auteuil, Op. 23 - I. Serenade.mp3.mp3;224;A major;150 - 180;Chilled : 0.83, Romantic : 0.83, Calm : 0.80, Sad : 0.60, Happy : 0.33, Spherical : 0.33, Dark : 0.14, Epic : 0.07, Sexy : 0.06, Energetic : 0.04, Uplifting : 0.03, Scary : 0.02, Aggressive : 0.01;calm, chilled, romantic, sad;-0.25;-0.75;low;balanced;low;low;calm, chilled, romantic, chillout, tender, smooth, moderate, relaxed, soft, love, feeling, romance, sentimental, gentle, touching, emotion, easy, soulful, laid back, tranquil
Lark - I. Allegro Moderato.m4a.mp3;372;D major;105 - 135;Romantic : 0.69, Calm : 0.62, Sad : 0.62, Chilled : 0.60, Spherical : 0.31, Dark : 0.29, Happy : 0.23, Epic : 0.21, Energetic : 0.12, Scary : 0.07, Uplifting : 0.06, Sexy : 0.03, Aggressive : 0.02;calm, chilled, romantic, sad;-0.44;-0.50;low;negative;medium;medium;calm, chilled, romantic, classical, moderate, tender, love, soft, smooth, chillout, romance, sentimental, emotional, gentle, feeling, relaxed, touching, emotion, soulful, contemplative
Mazurka in A minor, Op. 17 no. 4.flac.mp3;273;A minor;105 - 135;Calm : 0.86, Chilled : 0.82, Romantic : 0.78, Sad : 0.71, Spherical : 0.43, Dark : 0.29, Happy : 0.15, Epic : 0.07, Sexy : 0.05, Scary : 0.04, Energetic : 0.02, Uplifting : 0.02, Aggressive : 0.01;calm, chilled, romantic, sad;-0.56;-0.80;low;negative;low;low;calm, chilled, moderate, chillout, tender, smooth, romantic, soft, relaxed, sentimental, feeling, touching, gentle, emotion, love, romance, soulful, easy, contemplative, tranquil
Les soirées d'Auteuil, Op. 23 - II. Scherzo.mp3.mp3;210;A minor;165 - 195;Chilled : 0.76, Romantic : 0.73, Calm : 0.57, Happy : 0.53, Sad : 0.43, Spherical : 0.25, Dark : 0.10, Energetic : 0.08, Epic : 0.08, Sexy : 0.07, Uplifting : 0.07, Scary : 0.02, Aggressive : 0.01;calm, chilled, happy, romantic;0.09;-0.49;low;balanced;low;low;chilled, calm, romantic, tender, chillout, relaxed, smooth, soft, moderate, love, romance, gentle, feeling, easy, touching, emotion, sentimental, classical, soulful, emotional
Mazurka in B flat major, Op. 17 no. 1.flac.mp3;141;Eb major;45 - 75;Chilled : 0.82, Calm : 0.81, Romantic : 0.80, Sad : 0.66, Spherical : 0.37, Dark : 0.23, Happy : 0.22, Epic : 0.07, Sexy : 0.06, Scary : 0.04, Energetic : 0.03, Uplifting : 0.02, Aggressive : 0.01;calm, chilled, romantic, sad;-0.44;-0.78;low;negative;low;low;calm, chilled, romantic, moderate, tender, chillout, smooth, soft, relaxed, love, romance, sentimental, gentle, feeling, touching, emotion, soulful, emotional, easy, laid back
Mazurka in A minor, B. 140.flac.mp3;204;A minor;30 - 60;Calm : 0.82, Chilled : 0.78, Romantic : 0.78, Sad : 0.69, Spherical : 0.39, Dark : 0.26, Happy : 0.18, Epic : 0.10, Scary : 0.04, Sexy : 0.04, Energetic : 0.03, Uplifting : 0.02, Aggressive : 0.01;calm, chilled, romantic, sad;-0.52;-0.75;low;negative;low;low;calm, chilled, romantic, moderate, tender, chillout, smooth, soft, relaxed, sentimental, love, romance, feeling, gentle, touching, emotion, soulful, easy, emotional, contemplative
